id,sentence1,sentence2,label
3407,ارتدى سترته وخرج إلى البرد القطبي الشمالي.,وضع خوذته وذهب إلى الفراش.,0
3408,! أنه بارد هنا؟,الجو بارد في كل مكان,0
3409,جين كانت تأكل حذاء.,جين كانت تأكل الطعام.,1
3410,أعاد الكرسي إلى المتجر لأنه مكسور,أعاد الكرسي إلى المتجر لأنه سُرق,0
3411,تحدثنا بعد شرب بعض الشاي,تحدثنا بعد شرب بعض البسكويت,0
3412,قام ببناء منزل بمساعدة الماء,قام ببناء منزل بمساعدة الخشب,1
3413,أنا أجري دجاجة أمس,لقد أجريت ماراثون أمس,1
3414,ألقى الكرة في الشمس.,ألقى الكرة في القفاز.,1
3415,جون لديه ملعقة من الحمض,كان لدى جون ملعقة من الفاصوليا,1
3416,فقدت البورصة 25٪ من قيمتها في غضون دقائق.,فقدت البورصة 25٪ من أصدقائها في غضون دقائق.,0
3417,باعت تويوتا الرجل سيارة.,باعت تويوتا الرجل ثلاجة.,0
3418,مايك يرتدي أحذية الرقص للذهاب للركض.,ارتدى مايك حذاء الركض للذهاب للركض.,1
3419,لعب الشطرنج مع صديقه في الحانة.,لعب الشطرنج مع صديقه في الحجر.,0
3420,السباحة في بحر بها قمامة جيدة للبشرة.,السباحة في البحار المالحة جيدة للبشرة.,1
3421,المحيط عبارة عن مساحة كبيرة من الماء.,المحيط جاف.,0
3422,عرضت محطة الراديو فيلمه المفضل.,عرضت محطة الراديو موسيقاه المفضلة.,1
3423,هي ذاهبة إلى صالة الألعاب الرياضية لشراء الأرز.,إنها ذاهبة إلى متجر البقالة لشراء الأرز.,1
3424,زحل هو القمر الصناعي الطبيعي الوحيد للأرض.,القمر هو القمر الصناعي الطبيعي الوحيد للأرض.,1
3425,فتحت النافذة في الهواء الطلق,فتحت النافذة على العلية,0
3426,تعلم الموسيقى على البيانو,تعلم الريشة على البيانو,0
3427,يبيع متجر البقالة العناصر التي يحتاجها الناس كل يوم.,يبيع محل بقالة أغراضًا تحتاجها الزرافات يوميًا.,0
3428,وضع الكلب في الميكروويف,وضع الكلب في بيت الكلب,1
3429,"إذا كنت ترغب في الذهاب إلى السينما ، فيجب أن تحصل على تذاكر",إذا كنت ترغب في البقاء في المنزل يجب أن تحصل على تذاكر,0
3430,يستمتع الأطفال باللعب في الخارج مع الأصدقاء,البرتقال يستمتع باللعب في الخارج مع الأصدقاء,0
3431,نظر إلى النجوم في سماء الليل.,نظر إلى البطاطس في سماء الليل.,0
3432,الكلاب تمنع القدمين من البلل,ارتداء الأحذية يمنع القدمين من البلل,1
3433,الجرو هو نسخة أصغر من كلب بالغ.,الجرو هو نسخة أصغر من طائر صغير.,0
3434,وقف التلفزيون أمامه وبكى,وقف أمام التلفزيون وبكى,1
3435,ركضت وراء القطار.,كأني ركضت طويلاً,1
3436,أوقف السيارة في موقف السيارات,أوقف السيارة على السطح,0
3437,ذهبت إلى الأوبرا لأنها تحب مشاهدة الرقص التفسيري,ذهبت إلى الأوبرا لأنها تحب سماع الناس يغنون,1
3438,أستخدم الهاتف للاتصال بأمي,أستخدم موزة للاتصال بأمي,0
3439,يمكنك غلي الماء في قدر.,يمكنك غلي الماء في الفرن.,0
3440,أطعم التونا القطة ببعض الطعام.,أطعمت القطة بعض التونا.,1
3441,أكل شطيرة.,أكل سرير.,0
3442,وضع الخبز في الفرن,وضع الخبز في الخزانة,1
3443,كانت تشم رائحة الحائط.,لقد كانت تشم الزهور,1
3444,ألقى الكرة على صديقه.,ألقى السيارة بصديقه.,0
3445,بيلي جويل هو أقوى رجل على قيد الحياة,بيلي جويل مغني جيد,1
3446,رأى الطائر يطير مع كلب على ظهره,رأى الطائر يطير بسرعة,1
3447,تثقب الدباسات الثقوب في الورق,كباسات الورق,1
3448,آسيا فيل.,آسيا هي أكبر قارة.,1
3449,صديقي لديه شاحنة للحيوانات الاليفة.,صديقي لديه كلب أليف.,1
3450,تدفق الماء إلى الحوض.,تدفقت السيارة في الحوض.,0
3451,لا أحد يموت من أي وقت مضى.,في الأخير جميعنا سنموت,1
3452,استخدمت موزة لالتقاط صورة لبرج إيفل,استخدمت كاميرا لالتقاط صورة لبرج إيفل,1
3453,رأيت حفلة موسيقية في قاعة الأوبرا.,رأيت سباق سيارات في قاعة الأوبرا.,0
3454,سقط ستيفن على الدرج وهبط على رأسه.,سقط ستيفن على الدرج وسقط في وعاء ضخم من الحساء النباتي.,0
3455,يركب الصبي دراجته إلى المدرسة.,يقوم الصبي بركوب كرة السلة إلى المدرسة.,0
3456,الأسد يحب أكل التراب.,يحب الأسد أكل لحم الخنزير.,1
3457,الكوكا كولا لديها الكثير من السكر,كوكا كولا لا تحتوي على السكر,0
3458,"في كسوف القمر ، تأتي الأرض بين القمر والشمس.","في كسوف الشمس ، تأتي الشمس بين القمر والأرض.",0
3459,التقطت الشجرة تفاحة من الصبي.,التقط الصبي تفاحة من الشجرة.,1
3460,قمت بتعبئة الجمل الكبير في جذعي.,حزمت الديك الرومي في جذعي.,1
3461,يلعب الكريكيت في ساحة اللعب,يلعب الكريكيت في حمام السباحة,0
3462,سكبت الحليب على ويتبيكس لها,سكبت ورقة على ويتبيكس لها,0
3463,كان الجندي اسفنجي جسديا,كان الجندي خائفا عقليا,1
3464,وحيد القرن يطير فوق الملعب.,تطير الطيور فوق الحقل.,1
3465,لدي فيل لفرن ميكروويف لوقت لاحق.,حصلت على كيس من الفشار في الميكروويف لوقت لاحق.,1
3466,قادت سيارتها إلى المتجر,قادت منزلها إلى المتجر,0
3467,ترسم بفرشاة.,ترسم بملعقة.,0
3468,يأخذ الأسبرين عندما يكون سكر الدم منخفضًا.,يأخذ الأنسولين عندما يكون سكر الدم منخفضًا.,1
3469,كل الناس أصم.,بعض الناس أصم,1
3470,حزمت حمارًا على الغداء.,حزمت شطيرة على الغداء.,1
3471,الجزر مصدر كبير للألياف,الجزر مصدر كبير للأسلحة,0
3472,أضع قفازات بلدي على يدي.,أضع حذائي على يدي.,0
3473,كانت ترتدي فستانًا في القطار.,كانت ترتدي ثريا في القطار.,0
3474,هناك مروحيات على الطريق السريع.,هناك سيارات على الطريق السريع.,1
3475,استخدمت صنارة صيد جديدة لصيد السمك الأول,استخدمت فرشاة الأسنان الخاصة بي لصيد السمك الأول,0
3476,ملأ الحلاق تجويف إخوتي,ملأ طبيب الأسنان تجويف إخوتي,1
3477,محاسب قام بحساب ضرائبي,قام رائد فضاء بحساب الضرائب,0
3478,قفزت النملة فوق السياج.,قفز الكلب فوق السياج.,1
3479,طرت في طائرة إلى كندا.,طرت في قارب إلى كندا.,0
3480,ركب شجرة إلى المتجر.,ركب لوح تزلج إلى المتجر.,1
3481,الناس يرتدون ملابس لعيد الهالوين,الجميع يرتدون ملابس أشباح لعيد الهالوين,0
3482,إنها تركض على سريرها كل يوم لتدربها.,إنها تركض على جهاز المشي كل يوم لممارسة الرياضة,1
3483,صافح يد زوجة رئيسه,هز الفك الزوجة رئيسه,0
3484,سقى الحديقة الأمامية بخرطوم الحديقة.,سقى دربه بخرطوم الحديقة.,0
3485,يرفع المروحة عالياً عندما يذهب إلى الفراش كل ليلة.,يدير الريح للخارج عندما يذهب إلى الفراش كل ليلة.,0
3486,اصطحب الحصان إلى موقف السيارات,أخذ السيارة إلى موقف السيارات,1
3487,يحب ركوب الخيول,تحب ركوب الأسماك.,0
3488,وضع منزلا في المقلاة.,وضع بيضة في المقلاة.,1
3489,التقى بحادث وذهب إلى أقرب مركز شرطة,التقى بحادث وذهب إلى المستشفى القريب,1
3490,شاهدت فيلم للمتعة,شاهدت الطلاء يجف من أجل المتعة,0
3491,الكلاب تلد القطط.,تلد القطط القطط الصغيرة.,1
3492,"عندما أكتب على شاشة الكمبيوتر ، أرى بشكل مثالي على لوحة المفاتيح.",عندما أكتب على لوحة مفاتيح جهاز الكمبيوتر الخاص بي يبدو مكتوبًا بشكل مثالي على الشاشة.,1
3493,اشترت سكينا,اشترت مفهوم السعادة,0
3494,من الممكن الذهاب سيرا على الأقدام من كامبيناس إلى ماناوس,يمكن المشي من كامبيناس إلى فالينهوس,1
3495,كتب على لوح الطباشير,كتب على الأرض,0
3496,اشترى الأسد تذكرة للحفل,اشترى الرجل تذكرة للحفل,1
3497,جعلني المرور على الطريق السريع رغيف خبز,جعلني المرور على الطريق السريع متأخرًا عن العمل,1
